CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,is_churned,is_high_value,avg_order_value,customer_lifetime_days,avg_purchase_interval
12895.0,42,2,372.8,3,2,2,322,Potential Loyalists,0,0,186.4,44,44.0
12897.0,205,2,216.5,1,2,1,121,Hibernating,1,0,108.25,97,97.0
12901.0,9,28,17654.54,5,5,5,555,Champions,0,1,630.5192857142857,261,9.666666666666666
12902.0,265,1,138.68,1,1,1,111,Hibernating,1,0,138.68,0,
12904.0,18,2,509.58,4,2,3,423,Potential Loyalists,0,0,254.79,154,154.0
12906.0,12,5,2919.81,5,4,5,545,Champions,0,1,583.962,66,16.5
12908.0,176,2,750.0,2,2,3,223,About to Sleep,1,0,375.0,136,136.0
12909.0,40,5,2178.67,3,4,5,345,Loyal Customers,0,1,435.73400000000004,213,53.25
12910.0,23,8,3075.04,4,5,5,455,Champions,0,1,384.38,218,31.142857142857142
12912.0,3,5,1662.3,5,4,4,544,Champions,0,0,332.46,37,9.25
12913.0,5,5,2483.63,5,4,5,545,Champions,0,1,496.726,363,90.75
12915.0,149,2,363.65,2,2,2,222,About to Sleep,1,0,181.825,223,223.0
12916.0,139,4,3006.15,2,4,5,245,About to Sleep,1,1,751.5375,181,60.333333333333336
12917.0,128,1,594.0,2,1,3,213,Others,1,0,594.0,0,
12919.0,8,6,1335.19,5,4,4,544,Champions,0,0,222.53166666666667,161,32.2
12920.0,17,1,164.23,4,1,1,411,New Customers,0,0,164.23,0,
12921.0,9,37,16587.09,5,5,5,555,Champions,0,1,448.29972972972973,364,10.11111111111111
12922.0,161,1,405.38,2,1,2,212,Hibernating,1,0,405.38,0,
12923.0,64,1,176.97,3,1,1,311,Others,0,0,176.97,0,
12924.0,88,4,933.7,2,4,4,244,About to Sleep,0,0,233.425,239,79.66666666666667
12925.0,5,2,694.05,5,2,3,523,Potential Loyalists,0,0,347.025,70,70.0
12928.0,35,5,2062.7000000000003,3,4,5,345,Loyal Customers,0,1,412.5400000000001,323,80.75
12929.0,312,1,117.85,1,1,1,111,Hibernating,1,0,117.85,0,
12930.0,78,2,415.8,2,2,2,222,About to Sleep,0,0,207.9,93,93.0
12931.0,22,15,42055.96,4,5,5,455,Champions,0,1,2803.730666666667,336,24.0
12933.0,24,3,607.53,4,3,3,433,Loyal Customers,0,0,202.51,259,129.5
12935.0,2,7,2160.7,5,5,5,555,Champions,0,1,308.6714285714285,317,52.833333333333336
12936.0,17,4,1063.9,4,4,4,444,Champions,0,0,265.975,61,20.333333333333332
12937.0,15,4,1504.27,4,4,4,444,Champions,0,0,376.0675,252,84.0
12938.0,26,1,114.14,4,1,1,411,New Customers,0,0,114.14,0,
12939.0,64,8,11581.8,3,5,5,355,Loyal Customers,0,1,1447.725,270,38.57142857142857
12940.0,55,2,913.54,3,2,4,324,Potential Loyalists,0,0,456.77,33,33.0
12942.0,131,3,683.9,2,3,3,233,About to Sleep,1,0,227.96666666666667,234,117.0
12944.0,36,2,604.51,3,2,3,323,Potential Loyalists,0,0,302.255,319,319.0
12945.0,288,1,462.95,1,1,2,112,Hibernating,1,0,462.95,0,
12947.0,144,6,1603.99,2,4,4,244,About to Sleep,1,0,267.33166666666665,229,45.8
12948.0,16,7,2064.95,4,5,5,455,Champions,0,1,294.99285714285713,248,41.333333333333336
12949.0,31,8,4167.22,4,5,5,455,Champions,0,1,520.9025,221,31.571428571428573
12950.0,2,3,1843.0,5,3,4,534,Loyal Customers,0,0,614.3333333333334,21,10.5
12951.0,9,6,1064.07,5,5,4,554,Champions,0,0,177.345,322,64.4
12952.0,6,4,1387.79,5,4,4,544,Champions,0,0,346.9475,72,24.0
12953.0,10,1,329.85,5,1,2,512,New Customers,0,0,329.85,0,
12955.0,1,11,4757.16,5,5,5,555,Champions,0,1,432.4690909090909,266,26.6
12956.0,306,1,108.07,1,1,1,111,Hibernating,1,0,108.07,0,
12957.0,10,8,4017.54,5,5,5,555,Champions,0,1,502.1925,329,47.0
12962.0,7,2,266.39,5,2,2,522,Potential Loyalists,0,0,133.195,106,106.0
12963.0,8,8,1856.63,5,5,4,554,Champions,0,0,232.07875,357,51.0
12965.0,89,1,771.91,2,1,3,213,Others,0,0,771.91,0,
12966.0,10,1,160.18,5,1,1,511,New Customers,0,0,160.18,0,
12967.0,358,2,1660.9,1,2,4,124,Lost,1,0,830.45,13,13.0
12968.0,112,1,135.95,2,1,1,211,Hibernating,0,0,135.95,0,
12970.0,7,4,452.24,5,4,2,542,Potential Loyalists,0,0,113.06,315,105.0
12971.0,4,86,11189.91,5,5,5,555,Champions,0,1,130.11523255813952,368,4.329411764705882
12974.0,198,1,144.8,1,1,1,111,Hibernating,1,0,144.8,0,
12976.0,212,1,738.6,1,1,3,113,Lost,1,0,738.6,0,
12977.0,156,1,39.239999999999995,2,1,1,211,Hibernating,1,0,39.239999999999995,0,
12980.0,158,9,7374.900000000001,2,5,5,255,About to Sleep,1,1,819.4333333333334,200,25.0
12981.0,30,2,372.21999999999997,4,2,2,422,Potential Loyalists,0,0,186.10999999999999,103,103.0
12982.0,243,1,390.54,1,1,2,112,Hibernating,1,0,390.54,0,
12984.0,19,1,97.5,4,1,1,411,New Customers,0,0,97.5,0,
12985.0,1,2,1239.38,5,2,4,524,Potential Loyalists,0,0,619.69,27,27.0
12987.0,74,2,558.7,2,2,3,223,About to Sleep,0,0,279.35,124,124.0
12988.0,292,1,535.32,1,1,3,113,Lost,1,0,535.32,0,
12989.0,3,15,6924.110000000001,5,5,5,555,Champions,0,1,461.6073333333334,361,25.785714285714285
12990.0,31,3,409.5,4,3,2,432,Potential Loyalists,0,0,136.5,278,139.0
12991.0,23,2,503.76,4,2,3,423,Potential Loyalists,0,0,251.88,89,89.0
12993.0,23,4,414.76,4,4,2,442,Potential Loyalists,0,0,103.69,275,91.66666666666667
12994.0,4,3,974.4200000000001,5,3,4,534,Loyal Customers,0,0,324.8066666666667,264,132.0
12995.0,85,1,211.32,2,1,1,211,Hibernating,0,0,211.32,0,
12997.0,22,4,1226.89,4,4,4,444,Champions,0,0,306.7225,294,98.0
12999.0,196,3,455.88,1,3,2,132,Lost,1,0,151.96,49,24.5
13000.0,107,3,534.85,2,3,3,233,About to Sleep,0,0,178.28333333333333,258,129.0
13001.0,4,13,9818.82,5,5,5,555,Champions,0,1,755.2938461538462,322,26.833333333333332
13002.0,318,1,120.94999999999999,1,1,1,111,Hibernating,1,0,120.94999999999999,0,
13003.0,106,3,149.05,2,3,1,231,About to Sleep,0,0,49.68333333333334,109,54.5
13004.0,12,18,5655.91,5,5,5,555,Champions,0,1,314.21722222222223,346,20.352941176470587
13005.0,174,2,513.7,2,2,3,223,About to Sleep,1,0,256.85,72,72.0
13006.0,56,1,81.57,3,1,1,311,Others,0,0,81.57,0,
13008.0,323,1,229.46999999999997,1,1,1,111,Hibernating,1,0,229.46999999999997,0,
13011.0,372,1,50.550000000000004,1,1,1,111,Hibernating,1,0,50.550000000000004,0,
13012.0,9,8,1661.8400000000001,5,5,4,554,Champions,0,0,207.73000000000002,285,40.714285714285715
13013.0,1,13,4810.9400000000005,5,5,5,555,Champions,0,1,370.07230769230773,370,30.833333333333332
13014.0,11,10,3466.2799999999997,5,5,5,555,Champions,0,1,346.628,270,30.0
13015.0,53,5,3346.28,3,4,5,345,Loyal Customers,0,1,669.2560000000001,195,48.75
13016.0,73,3,789.89,2,3,3,233,About to Sleep,0,0,263.2966666666667,49,24.5
13017.0,7,1,204.0,5,1,1,511,New Customers,0,0,204.0,0,
13018.0,16,28,7277.7,4,5,5,455,Champions,0,1,259.91785714285714,279,10.333333333333334
13021.0,4,9,2616.38,5,5,5,555,Champions,0,1,290.7088888888889,354,44.25
13023.0,64,2,689.9,3,2,3,323,Potential Loyalists,0,0,344.95,65,65.0
13026.0,1,5,975.36,5,4,4,544,Champions,0,0,195.072,274,68.5
13027.0,114,6,6912.0,2,5,5,255,About to Sleep,0,1,1152.0,240,48.0
13028.0,23,2,661.3199999999999,4,2,3,423,Potential Loyalists,0,0,330.65999999999997,22,22.0
13029.0,31,3,1247.5,4,3,4,434,Loyal Customers,0,0,415.8333333333333,322,161.0
13030.0,11,2,799.48,5,2,3,523,Potential Loyalists,0,0,399.74,356,356.0
13032.0,52,2,1010.18,3,2,4,324,Potential Loyalists,0,0,505.09,34,34.0
13033.0,357,1,190.55,1,1,1,111,Hibernating,1,0,190.55,0,
13034.0,55,2,642.77,3,2,3,323,Potential Loyalists,0,0,321.385,314,314.0
13035.0,74,2,921.88,2,2,4,224,About to Sleep,0,0,460.94,186,186.0
13037.0,138,3,881.07,2,3,3,233,About to Sleep,1,0,293.69,118,59.0
13038.0,80,3,908.46,2,3,4,234,About to Sleep,0,0,302.82,210,105.0
13040.0,9,2,676.99,5,2,3,523,Potential Loyalists,0,0,338.495,24,24.0
13043.0,273,1,516.42,1,1,3,113,Lost,1,0,516.42,0,
13044.0,291,1,560.47,1,1,3,113,Lost,1,0,560.47,0,
13045.0,99,1,305.28000000000003,2,1,2,212,Hibernating,0,0,305.28000000000003,0,
13046.0,31,2,629.31,4,2,3,423,Potential Loyalists,0,0,314.655,235,235.0
13047.0,32,10,3237.54,4,5,5,455,Champions,0,1,323.754,342,38.0
13048.0,14,4,1835.91,4,4,4,444,Champions,0,0,458.9775,312,104.0
13049.0,64,2,656.6800000000001,3,2,3,323,Potential Loyalists,0,0,328.34000000000003,253,253.0
13050.0,15,17,5836.86,4,5,5,455,Champions,0,1,343.3447058823529,351,21.9375
13052.0,212,1,348.15000000000003,1,1,2,112,Hibernating,1,0,348.15000000000003,0,
13055.0,78,3,1214.41,2,3,4,234,About to Sleep,0,0,404.80333333333334,135,67.5
13058.0,25,3,271.40000000000003,4,3,2,432,Potential Loyalists,0,0,90.46666666666668,127,63.5
13059.0,250,1,183.4,1,1,1,111,Hibernating,1,0,183.4,0,
13060.0,254,1,307.53,1,1,2,112,Hibernating,1,0,307.53,0,
13061.0,72,1,248.61,2,1,2,212,Hibernating,0,0,248.61,0,
13062.0,191,1,346.98,1,1,2,112,Hibernating,1,0,346.98,0,
13064.0,13,4,1119.49,5,4,4,544,Champions,0,0,279.8725,314,104.66666666666667
13065.0,373,1,205.86,1,1,1,111,Hibernating,1,0,205.86,0,
13066.0,24,2,470.8,4,2,3,423,Potential Loyalists,0,0,235.4,7,7.0
13067.0,82,1,115.46000000000001,2,1,1,211,Hibernating,0,0,115.46000000000001,0,
13068.0,10,2,344.0,5,2,2,522,Potential Loyalists,0,0,172.0,309,309.0
13069.0,1,24,4436.12,5,5,5,555,Champions,0,1,184.83833333333334,368,16.0
13070.0,192,1,228.8,1,1,1,111,Hibernating,1,0,228.8,0,
13072.0,267,1,177.15,1,1,1,111,Hibernating,1,0,177.15,0,
13075.0,130,1,919.61,2,1,4,214,Others,1,0,919.61,0,
13077.0,1,4,729.27,5,4,3,543,Loyal Customers,0,0,182.3175,365,121.66666666666667
13078.0,3,26,12627.94,5,5,5,555,Champions,0,1,485.69,363,14.52
13079.0,4,5,220.10000000000002,5,4,1,541,Others,0,0,44.02,136,34.0
13080.0,179,1,58.08,1,1,1,111,Hibernating,1,0,58.08,0,
13081.0,12,11,28337.38,5,5,5,555,Champions,0,1,2576.1254545454544,359,35.9
13082.0,126,9,3613.63,2,5,5,255,About to Sleep,1,1,401.51444444444445,212,26.5
13083.0,4,2,303.75,5,2,2,522,Potential Loyalists,0,0,151.875,71,71.0
13085.0,158,2,416.08000000000004,2,2,2,222,About to Sleep,1,0,208.04000000000002,137,137.0
13089.0,3,97,58825.83,5,5,5,555,Champions,0,1,606.4518556701031,366,3.8125
13090.0,9,14,8910.82,5,5,5,555,Champions,0,1,636.4871428571429,364,28.0
13091.0,28,1,345.82,4,1,2,412,New Customers,0,0,345.82,0,
13092.0,71,5,477.83,3,4,3,343,Loyal Customers,0,0,95.566,288,72.0
13093.0,276,8,7832.47,1,5,5,155,At Risk,1,1,979.05875,97,13.857142857142858
13094.0,21,12,1927.3200000000002,4,5,4,454,Champions,0,0,160.61,347,31.545454545454547
13095.0,71,1,74.39999999999999,3,1,1,311,Others,0,0,74.39999999999999,0,
13097.0,33,10,6010.42,4,5,5,455,Champions,0,1,601.042,327,36.333333333333336
13098.0,1,28,28882.44,5,5,5,555,Champions,0,1,1031.5157142857142,316,11.703703703703704
13099.0,99,1,207.35999999999999,2,1,1,211,Hibernating,0,0,207.35999999999999,0,
13101.0,234,1,101.19,1,1,1,111,Hibernating,1,0,101.19,0,
13102.0,1,24,6424.09,5,5,5,555,Champions,0,1,267.67041666666665,363,15.782608695652174
13103.0,40,1,243.94,3,1,2,312,Others,0,0,243.94,0,
13104.0,3,6,1098.48,5,5,4,554,Champions,0,0,183.08,351,70.2
13106.0,133,1,76.5,2,1,1,211,Hibernating,1,0,76.5,0,
13107.0,44,4,1531.6200000000001,3,4,4,344,Loyal Customers,0,0,382.90500000000003,289,96.33333333333333
13108.0,373,1,350.06,1,1,2,112,Hibernating,1,0,350.06,0,
13109.0,60,2,786.54,3,2,3,323,Potential Loyalists,0,0,393.27,97,97.0
13110.0,31,7,1488.67,4,5,4,454,Champions,0,0,212.66714285714286,279,46.5
13113.0,1,24,12245.960000000001,5,5,5,555,Champions,0,1,510.2483333333334,365,15.869565217391305
13115.0,12,4,2294.78,5,4,5,545,Champions,0,1,573.695,172,57.333333333333336
13116.0,138,1,501.14,2,1,3,213,Others,1,0,501.14,0,
13117.0,22,8,984.91,4,5,4,454,Champions,0,0,123.11375,350,50.0
13118.0,20,5,1197.81,4,4,4,444,Champions,0,0,239.56199999999998,269,67.25
13120.0,239,1,30.599999999999998,1,1,1,111,Hibernating,1,0,30.599999999999998,0,
13121.0,269,1,283.73,1,1,2,112,Hibernating,1,0,283.73,0,
13122.0,94,2,922.39,2,2,4,224,About to Sleep,0,0,461.195,146,146.0
13124.0,90,3,3866.33,2,3,5,235,About to Sleep,0,1,1288.7766666666666,269,134.5
13126.0,5,8,2099.64,5,5,5,555,Champions,0,1,262.455,361,51.57142857142857
13127.0,78,1,259.17,2,1,2,212,Hibernating,0,0,259.17,0,
13130.0,94,1,64.0,2,1,1,211,Hibernating,0,0,64.0,0,
13131.0,23,3,1073.3,4,3,4,434,Loyal Customers,0,0,357.76666666666665,164,82.0
13132.0,262,1,77.3,1,1,1,111,Hibernating,1,0,77.3,0,
13133.0,274,2,109.8,1,2,1,121,Hibernating,1,0,54.9,30,30.0
13134.0,86,4,1793.58,2,4,4,244,About to Sleep,0,0,448.395,154,51.333333333333336
13135.0,197,1,3096.0,1,1,5,115,Lost,1,1,3096.0,0,
13136.0,56,5,2607.61,3,4,5,345,Loyal Customers,0,1,521.522,156,39.0
13137.0,11,8,3650.41,5,5,5,555,Champions,0,1,456.30125,298,42.57142857142857
13138.0,22,6,962.39,4,5,4,454,Champions,0,0,160.39833333333334,350,70.0
13139.0,16,7,5064.94,4,5,5,455,Champions,0,1,723.5628571428571,243,40.5
13140.0,108,3,423.72,2,3,2,232,About to Sleep,0,0,141.24,258,129.0
13141.0,85,5,2388.75,2,4,5,245,About to Sleep,0,1,477.75,230,57.5
13142.0,19,1,307.09,4,1,2,412,New Customers,0,0,307.09,0,
13144.0,333,1,110.95,1,1,1,111,Hibernating,1,0,110.95,0,
13145.0,40,4,618.52,3,4,3,343,Loyal Customers,0,0,154.63,332,110.66666666666667
13146.0,26,1,228.91,4,1,1,411,New Customers,0,0,228.91,0,
13147.0,10,4,712.8000000000001,5,4,3,543,Loyal Customers,0,0,178.20000000000002,89,29.666666666666668
13148.0,29,12,3707.12,4,5,5,455,Champions,0,1,308.9266666666667,335,30.454545454545453
13149.0,14,4,1676.06,4,4,4,444,Champions,0,0,419.015,274,91.33333333333333
13151.0,296,1,1257.8700000000001,1,1,4,114,Lost,1,0,1257.8700000000001,0,
13153.0,6,1,486.22,5,1,3,513,New Customers,0,0,486.22,0,
13155.0,33,4,971.76,4,4,4,444,Champions,0,0,242.94,335,111.66666666666667
13157.0,49,4,1741.22,3,4,4,344,Loyal Customers,0,0,435.305,248,82.66666666666667
13158.0,95,4,1201.06,2,4,4,244,About to Sleep,0,0,300.265,224,74.66666666666667
13159.0,9,4,1437.85,5,4,4,544,Champions,0,0,359.4625,106,35.333333333333336
13160.0,22,1,91.8,4,1,1,411,New Customers,0,0,91.8,0,
13161.0,313,1,112.75,1,1,1,111,Hibernating,1,0,112.75,0,
13162.0,122,4,1688.29,2,4,4,244,About to Sleep,1,0,422.0725,212,70.66666666666667
13165.0,46,2,1021.48,3,2,4,324,Potential Loyalists,0,0,510.74,305,305.0
13166.0,283,1,417.2,1,1,2,112,Hibernating,1,0,417.2,0,
13167.0,19,4,791.33,4,4,3,443,Loyal Customers,0,0,197.8325,125,41.666666666666664
13168.0,36,4,1319.19,3,4,4,344,Loyal Customers,0,0,329.7975,281,93.66666666666667
13169.0,64,2,712.88,3,2,3,323,Potential Loyalists,0,0,356.44,188,188.0
13170.0,27,1,116.00999999999999,4,1,1,411,New Customers,0,0,116.00999999999999,0,
13171.0,22,3,468.41,4,3,3,433,Loyal Customers,0,0,156.13666666666668,277,138.5
13173.0,4,2,353.65,5,2,2,522,Potential Loyalists,0,0,176.825,363,363.0
13174.0,16,3,2817.03,4,3,5,435,Loyal Customers,0,1,939.0100000000001,352,176.0
13176.0,46,1,492.84,3,1,3,313,Promising,0,0,492.84,0,
13177.0,65,1,282.45,3,1,2,312,Others,0,0,282.45,0,
13178.0,26,11,5725.47,4,5,5,455,Champions,0,1,520.4972727272727,334,33.4
13182.0,45,1,121.18,3,1,1,311,Others,0,0,121.18,0,
13183.0,8,9,3957.78,5,5,5,555,Champions,0,1,439.75333333333333,326,40.75
13184.0,15,10,1701.29,4,5,4,454,Champions,0,0,170.129,275,30.555555555555557
13185.0,268,1,71.4,1,1,1,111,Hibernating,1,0,71.4,0,
13186.0,40,3,1575.89,3,3,4,334,Loyal Customers,0,0,525.2966666666667,89,44.5
13187.0,337,1,236.02,1,1,1,111,Hibernating,1,0,236.02,0,
13188.0,11,1,114.60000000000001,5,1,1,511,New Customers,0,0,114.60000000000001,0,
13189.0,19,2,260.68,4,2,2,422,Potential Loyalists,0,0,130.34,96,96.0
13192.0,95,2,911.94,2,2,4,224,About to Sleep,0,0,455.97,109,109.0
13193.0,61,1,117.88,3,1,1,311,Others,0,0,117.88,0,
13194.0,136,1,60.7,2,1,1,211,Hibernating,1,0,60.7,0,
13196.0,11,4,1797.78,5,4,4,544,Champions,0,0,449.445,250,83.33333333333333
13198.0,10,6,3401.2400000000002,5,5,5,555,Champions,0,1,566.8733333333333,351,70.2
13199.0,4,38,9817.12,5,5,5,555,Champions,0,1,258.34526315789475,363,9.81081081081081
13200.0,19,4,870.09,4,4,3,443,Loyal Customers,0,0,217.5225,107,35.666666666666664
13203.0,10,4,869.46,5,4,3,543,Loyal Customers,0,0,217.365,232,77.33333333333333
13207.0,15,2,250.26000000000002,4,2,2,422,Potential Loyalists,0,0,125.13000000000001,135,135.0
13208.0,59,6,1223.9,3,5,4,354,Loyal Customers,0,0,203.98333333333335,250,50.0
13209.0,30,8,5891.61,4,5,5,455,Champions,0,1,736.45125,331,47.285714285714285
13210.0,94,1,353.48,2,1,2,212,Hibernating,0,0,353.48,0,
13211.0,10,3,1197.42,5,3,4,534,Loyal Customers,0,0,399.14000000000004,350,175.0
13212.0,20,3,788.08,4,3,3,433,Loyal Customers,0,0,262.6933333333333,41,20.5
13213.0,57,5,1520.58,3,4,4,344,Loyal Customers,0,0,304.116,142,35.5
13216.0,268,1,333.74,1,1,2,112,Hibernating,1,0,333.74,0,
13217.0,122,3,533.98,2,3,3,233,About to Sleep,1,0,177.99333333333334,34,17.0
13218.0,127,1,62.63999999999999,2,1,1,211,Hibernating,1,0,62.63999999999999,0,
13220.0,78,4,819.2900000000001,2,4,3,243,About to Sleep,0,0,204.82250000000002,158,52.666666666666664
13221.0,240,2,847.41,1,2,3,123,Lost,1,0,423.705,119,119.0
13223.0,200,2,163.20000000000002,1,2,1,121,Hibernating,1,0,81.60000000000001,31,31.0
13224.0,60,2,2155.95,3,2,5,325,Potential Loyalists,0,1,1077.975,91,91.0
13225.0,3,7,6463.84,5,5,5,555,Champions,0,1,923.4057142857143,358,59.666666666666664
13226.0,273,1,108.21000000000001,1,1,1,111,Hibernating,1,0,108.21000000000001,0,
13227.0,202,1,257.7,1,1,2,112,Hibernating,1,0,257.7,0,
13228.0,81,1,358.0,2,1,2,212,Hibernating,0,0,358.0,0,
13229.0,226,1,160.95,1,1,1,111,Hibernating,1,0,160.95,0,
13230.0,4,14,2806.97,5,5,5,555,Champions,0,1,200.49785714285713,360,27.692307692307693
13232.0,13,7,1357.6,5,5,4,554,Champions,0,0,193.94285714285712,230,38.333333333333336
13233.0,74,2,605.12,2,2,3,223,About to Sleep,0,0,302.56,261,261.0
13235.0,212,1,1031.07,1,1,4,114,Lost,1,0,1031.07,0,
13236.0,24,2,744.85,4,2,3,423,Potential Loyalists,0,0,372.425,82,82.0
13238.0,17,4,700.73,4,4,3,443,Loyal Customers,0,0,175.1825,343,114.33333333333333
13239.0,262,1,329.56,1,1,2,112,Hibernating,1,0,329.56,0,
13240.0,96,4,663.65,2,4,3,243,About to Sleep,0,0,165.9125,269,89.66666666666667
13242.0,112,3,270.40000000000003,2,3,2,232,About to Sleep,0,0,90.13333333333334,101,50.5
13243.0,203,1,600.07,1,1,3,113,Lost,1,0,600.07,0,
13244.0,93,1,121.74000000000001,2,1,1,211,Hibernating,0,0,121.74000000000001,0,
13245.0,51,1,430.5,3,1,2,312,Others,0,0,430.5,0,
13246.0,18,6,1987.3,4,5,5,455,Champions,0,1,331.21666666666664,312,62.4
13247.0,18,4,501.12,4,4,3,443,Loyal Customers,0,0,125.28,64,21.333333333333332
13248.0,125,2,465.68,2,2,3,223,About to Sleep,1,0,232.84,64,64.0
13249.0,92,3,711.41,2,3,3,233,About to Sleep,0,0,237.13666666666666,168,84.0
13253.0,157,2,1030.4,2,2,4,224,About to Sleep,1,0,515.2,182,182.0
13255.0,9,2,399.51,5,2,2,522,Potential Loyalists,0,0,199.755,364,364.0
13258.0,12,3,698.58,5,3,3,533,Loyal Customers,0,0,232.86,193,96.5
13259.0,62,1,292.32,3,1,2,312,Others,0,0,292.32,0,
13260.0,61,1,557.62,3,1,3,313,Promising,0,0,557.62,0,
13261.0,269,2,944.1,1,2,4,124,Lost,1,0,472.05,17,17.0
13262.0,263,1,200.29,1,1,1,111,Hibernating,1,0,200.29,0,
13263.0,1,35,7454.07,5,5,5,555,Champions,0,1,212.97342857142857,323,9.5
